Year,Parent Site,Site,Species,Value
11/08/2010,Bristol Avon main river,Christian Malford (Te),Pike,3
11/08/2010,Bristol Avon main river,Christian Malford (Te),3-spined stickleback,
11/08/2010,Bristol Avon main river,Christian Malford (Te),Minnow,
10/08/2010,Main Somerset Frome,Creamery (Te),Chub,30
10/08/2010,Main Somerset Frome,Creamery (Te),Common bream,1
10/08/2010,Main Somerset Frome,Creamery (Te),Common [wild] carp,0
10/08/2010,Main Somerset Frome,Creamery (Te),Dace,10
10/08/2010,Main Somerset Frome,Creamery (Te),European eels > elvers,0
10/08/2010,Main Somerset Frome,Creamery (Te),Gudgeon,55
10/08/2010,Main Somerset Frome,Creamery (Te),Lamprey sp. > ammocoete,0
10/08/2010,Main Somerset Frome,Creamery (Te),Perch,11
10/08/2010,Main Somerset Frome,Creamery (Te),Pike,1
10/08/2010,Main Somerset Frome,Creamery (Te),Roach,93
10/08/2010,Main Somerset Frome,Creamery (Te),Brown / sea trout,7
10/08/2010,Main Somerset Frome,Creamery (Te),Minnow,
10/08/2010,Main Somerset Frome,Creamery (Te),3-spined stickleback,
10/08/2010,Main Somerset Frome,Creamery (Te),Bullhead,
10/08/2010,Main Somerset Frome,Creamery (Te),Stone loach,
05/08/2010,Main Bristol Frome,Nibley (Se-03),Bullhead,62
05/08/2010,Main Bristol Frome,Nibley (Se-03),Minnow,108
05/08/2010,Main Bristol Frome,Nibley (Se-03),Stone loach,30
05/08/2010,Main Bristol Frome,Nibley (Se-03),3-spined stickleback,18
05/08/2010,Main Bristol Frome,Nibley (Se-03),Brown / sea trout,4
05/08/2010,Broadmead Brook,Fosseway (Se-03),Bullhead,105
05/08/2010,Broadmead Brook,Fosseway (Se-03),Brown / sea trout,47
03/08/2010,Main Bristol Frome,Eastville Park (Te),Chub,3
03/08/2010,Main Bristol Frome,Eastville Park (Te),Dace,16
03/08/2010,Main Bristol Frome,Eastville Park (Te),European eels > elvers,40
03/08/2010,Main Bristol Frome,Eastville Park (Te),Gudgeon,8
03/08/2010,Main Bristol Frome,Eastville Park (Te),Roach,9
03/08/2010,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,3
03/08/2010,Main Bristol Frome,Eastville Park (Te),Stone loach,24
03/08/2010,Main Bristol Frome,Eastville Park (Te),3-spined stickleback,2
03/08/2010,Main Bristol Frome,Eastville Park (Te),Bullhead,
03/08/2010,Main Bristol Frome,Eastville Park (Te),Minnow,
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Chub,43
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Dace,4
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",European eels > elvers,4
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Minnow,11
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Roach,63
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Stone loach,3
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",3-spined stickleback,3
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Brown / sea trout,1
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Gudgeon,2
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Rudd,0
03/08/2010,Main Bristol Frome,"Frenchay, Flock Mill (Te)",Bullhead,
29/07/2010,Bristol Avon main river,Great Somerford (Te),Barbel,4
29/07/2010,Bristol Avon main river,Great Somerford (Te),Chub,21
29/07/2010,Bristol Avon main river,Great Somerford (Te),Dace,11
29/07/2010,Bristol Avon main river,Great Somerford (Te),European eels > elvers,0
29/07/2010,Bristol Avon main river,Great Somerford (Te),Gudgeon,9
29/07/2010,Bristol Avon main river,Great Somerford (Te),Pike,1
29/07/2010,Bristol Avon main river,Great Somerford (Te),Roach,4
29/07/2010,Bristol Avon main river,Great Somerford (Te),Rainbow trout,2
29/07/2010,Bristol Avon main river,Great Somerford (Te),Minnow,
29/07/2010,Bristol Avon main river,Great Somerford (Te),3-spined stickleback,
29/07/2010,Bristol Avon main river,Great Somerford (Te),Bullhead,
29/07/2010,Bristol Avon main river,Great Somerford (Te),Stone loach,
28/07/2010,Bristol Avon main river,Lacock (Te),European eels > elvers,4
28/07/2010,Bristol Avon main river,Lacock (Te),Chub,16
28/07/2010,Bristol Avon main river,Lacock (Te),Gudgeon,9
28/07/2010,Bristol Avon main river,Lacock (Te),Dace,14
28/07/2010,Bristol Avon main river,Lacock (Te),Perch,1
28/07/2010,Bristol Avon main river,Lacock (Te),Roach,9
28/07/2010,Bristol Avon main river,Lacock (Te),Barbel,2
28/07/2010,Bristol Avon main river,Lacock (Te),Bleak,1
28/07/2010,Bristol Avon main river,Lacock (Te),Brown / sea trout,0
28/07/2010,Bristol Avon main river,Lacock (Te),Minnow,
28/07/2010,Bristol Avon main river,Lacock (Te),Bullhead,
28/07/2010,Bristol Avon main river,Lacock (Te),Stone loach,
28/07/2010,Bristol Avon main river,Lacock (Te),3-spined stickleback,
26/07/2010,Maiden Bradley Stream,Seven Acres,Brown / sea trout,26
26/07/2010,Maiden Bradley Stream,Seven Acres,Bullhead,131
26/07/2010,Maiden Bradley Stream,Seven Acres,Minnow,55
26/07/2010,Maiden Bradley Stream,Seven Acres,Stone loach,31
26/07/2010,Main Somerset Frome,Bull's Bridge,3-spined stickleback,46
26/07/2010,Main Somerset Frome,Bull's Bridge,Brown / sea trout,8
26/07/2010,Main Somerset Frome,Bull's Bridge,Chub,4
26/07/2010,Main Somerset Frome,Bull's Bridge,Dace,6
26/07/2010,Main Somerset Frome,Bull's Bridge,Stone loach,98
26/07/2010,Main Somerset Frome,Bull's Bridge,Minnow,39
26/07/2010,Main Somerset Frome,Bull's Bridge,Bullhead,62
26/07/2010,Rodden Brook,Rodden Farm (Te),Bullhead,46
26/07/2010,Rodden Brook,Rodden Farm (Te),Dace,16
26/07/2010,Rodden Brook,Rodden Farm (Te),Gudgeon,47
26/07/2010,Rodden Brook,Rodden Farm (Te),Minnow,70
26/07/2010,Rodden Brook,Rodden Farm (Te),Brown / sea trout,2
26/07/2010,Rodden Brook,Rodden Farm (Te),Stone loach,19
26/07/2010,Rodden Brook,Rodden Farm (Te),3-spined stickleback,2
26/07/2010,Rodden Brook,Rodden Farm (Te),Roach,3
19/07/2010,By Brook main river,Slaughterford,Brown / sea trout,38
19/07/2010,By Brook main river,Slaughterford,Bullhead,12
19/07/2010,By Brook main river,Slaughterford,Minnow,1
19/07/2010,By Brook main river,Slaughterford,3-spined stickleback,12
19/07/2010,By Brook main river,Weavern (Se-03),Brown / sea trout,83
19/07/2010,By Brook main river,Weavern (Se-03),Minnow,74
19/07/2010,By Brook main river,Weavern (Se-03),Bullhead,171
19/07/2010,By Brook main river,Weavern (Se-03),Stone loach,4
19/07/2010,By Brook main river,Weavern (Se-03),Lamprey sp. > ammocoete,2
19/07/2010,By Brook main river,Weavern (Se-03),3-spined stickleback,13
15/07/2010,Main River Chew,Stanton Drew (Te),Brown / sea trout,8
15/07/2010,Main River Chew,Stanton Drew (Te),3-spined stickleback,7
15/07/2010,Main River Chew,Stanton Drew (Te),Bullhead,148
15/07/2010,Main River Chew,Stanton Drew (Te),Gudgeon,7
15/07/2010,Main River Chew,Stanton Drew (Te),Minnow,15
15/07/2010,Main River Chew,Stanton Drew (Te),Dace,1
15/07/2010,Main River Chew,Stanton Drew (Te),European eels > elvers,2
15/07/2010,Main River Chew,Stanton Drew (Te),European elvers,3
12/07/2010,Main River Biss,Penleigh Farm (Se-03),Brown / sea trout,14
12/07/2010,Main River Biss,Penleigh Farm (Se-03),Rainbow trout,6
12/07/2010,Main River Biss,Penleigh Farm (Se-03),Bullhead,57
12/07/2010,Main River Biss,Penleigh Farm (Se-03),3-spined stickleback,6
12/07/2010,Main Somerset Frome,Iron Mill Farm (Se-03),Brown / sea trout,1
12/07/2010,Main Somerset Frome,Iron Mill Farm (Se-03),Bullhead,5
12/07/2010,Main Somerset Frome,Iron Mill Farm (Se-03),Stone loach,16
12/07/2010,Main Somerset Frome,Iron Mill Farm (Se-03),Minnow,30
12/07/2010,Main Somerset Frome,Iron Mill Farm (Se-03),3-spined stickleback,28
22/06/2010,Bradley Brook,Trench Lane,Minnow,52
22/06/2010,Bradley Brook,Trench Lane,Bullhead,75
22/06/2010,Bradley Brook,Trench Lane,Stone loach,85
22/06/2010,Bradley Brook,Trench Lane,3-spined stickleback,6
22/06/2010,Bristol Avon Catchment,Cog Mill,Minnow,121
22/06/2010,Bristol Avon Catchment,Cog Mill,Bullhead,294
22/06/2010,Bristol Avon Catchment,Cog Mill,Stone loach,63
22/06/2010,Bristol Avon Catchment,Cog Mill,European eels > elvers,2
22/06/2010,Bristol Avon Catchment,Cog Mill,3-spined stickleback,36
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),3-spined stickleback,10
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),Chub,2
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),Bullhead,84
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),Dace,32
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),Minnow,371
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),European eels > elvers,1
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),Stone loach,17
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),Gudgeon,1
27/04/2010,Brinkworth Brook,Somerford Bridge (Te),Brown / sea trout,1
27/04/2010,Doncombe Brook,Fosse Way (Se-03),Brown / sea trout,8
27/04/2010,Doncombe Brook,Fosse Way (Se-03),Bullhead,91
27/04/2010,Lid Brook,Colerne (Se-03),Brown / sea trout,5
13/10/2009,Bristol Avon main river,Chippenham (Te),Barbel,2
13/10/2009,Bristol Avon main river,Chippenham (Te),Bleak,27
13/10/2009,Bristol Avon main river,Chippenham (Te),Chub,50
13/10/2009,Bristol Avon main river,Chippenham (Te),Common bream,0
13/10/2009,Bristol Avon main river,Chippenham (Te),Dace,84
13/10/2009,Bristol Avon main river,Chippenham (Te),European eels > elvers,4
13/10/2009,Bristol Avon main river,Chippenham (Te),Gudgeon,47
13/10/2009,Bristol Avon main river,Chippenham (Te),Perch,48
13/10/2009,Bristol Avon main river,Chippenham (Te),Pike,6
13/10/2009,Bristol Avon main river,Chippenham (Te),Roach,548
13/10/2009,Bristol Avon main river,Chippenham (Te),3-spined stickleback,
13/10/2009,Bristol Avon main river,Chippenham (Te),Minnow,
13/10/2009,Bristol Avon main river,Chippenham (Te),Stone loach,
13/10/2009,Bristol Avon main river,Chippenham (Te),Bullhead,
15/09/2009,Main Bristol Frome,Eastville Park (Te),Dace,28
15/09/2009,Main Bristol Frome,Eastville Park (Te),Perch,1
15/09/2009,Main Bristol Frome,Eastville Park (Te),Roach,2
15/09/2009,Main Bristol Frome,Eastville Park (Te),Gudgeon,5
15/09/2009,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,5
15/09/2009,Main Bristol Frome,Eastville Park (Te),European eel,52
15/09/2009,Main Bristol Frome,Eastville Park (Te),Bullhead,
15/09/2009,Main Bristol Frome,Eastville Park (Te),Minnow,
15/09/2009,Main Bristol Frome,Eastville Park (Te),Stone loach,
15/09/2009,Main Bristol Frome,Eastville Park (Te),European elvers,1
08/09/2009,Main River Chew,Stanton Drew (Te),Dace,20
08/09/2009,Main River Chew,Stanton Drew (Te),Gudgeon,13
08/09/2009,Main River Chew,Stanton Drew (Te),Roach,1
08/09/2009,Main River Chew,Stanton Drew (Te),European eels > elvers,14
08/09/2009,Main River Chew,Stanton Drew (Te),Lamprey sp.,2
08/09/2009,Main River Chew,Stanton Drew (Te),Brown / sea trout,8
08/09/2009,Main River Chew,Stanton Drew (Te),Rainbow trout,0
08/09/2009,Main River Chew,Stanton Drew (Te),3-spined stickleback,
08/09/2009,Main River Chew,Stanton Drew (Te),Bullhead,
08/09/2009,Main River Chew,Stanton Drew (Te),Minnow,
08/09/2009,Main River Chew,Stanton Drew (Te),Stone loach,
02/09/2009,Bristol Avon main river,Christian Malford (Te),Chub,23
02/09/2009,Bristol Avon main river,Christian Malford (Te),Dace,13
02/09/2009,Bristol Avon main river,Christian Malford (Te),Bleak,4
02/09/2009,Bristol Avon main river,Christian Malford (Te),Gudgeon,2
02/09/2009,Bristol Avon main river,Christian Malford (Te),Perch,7
02/09/2009,Bristol Avon main river,Christian Malford (Te),Pike,4
02/09/2009,Bristol Avon main river,Christian Malford (Te),Roach,95
02/09/2009,Bristol Avon main river,Christian Malford (Te),Bullhead,
02/09/2009,Bristol Avon main river,Christian Malford (Te),Minnow,
02/09/2009,Bristol Avon main river,Christian Malford (Te),Brown / sea trout,1
27/08/2009,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Dace,28
27/08/2009,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Gudgeon,4
27/08/2009,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Chub,6
27/08/2009,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Brown / sea trout,8
27/08/2009,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",3-spined stickleback,
27/08/2009,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Bullhead,
27/08/2009,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Minnow,
27/08/2009,River Boyd,"Court Farm, Wick",Brown / sea trout,5
27/08/2009,River Boyd,"Court Farm, Wick",Bullhead,
27/08/2009,River Boyd,"Court Farm, Wick",Minnow,
27/08/2009,River Boyd,"Court Farm, Wick",Stone loach,
26/08/2009,Bristol Avon main river,Lacock (Te),Chub,15
26/08/2009,Bristol Avon main river,Lacock (Te),Dace,76
26/08/2009,Bristol Avon main river,Lacock (Te),Gudgeon,19
26/08/2009,Bristol Avon main river,Lacock (Te),Perch,3
26/08/2009,Bristol Avon main river,Lacock (Te),Pike,1
26/08/2009,Bristol Avon main river,Lacock (Te),Roach,83
26/08/2009,Bristol Avon main river,Lacock (Te),European eels > elvers,4
26/08/2009,Bristol Avon main river,Lacock (Te),Bleak,1
26/08/2009,Bristol Avon main river,Lacock (Te),Barbel,4
26/08/2009,Bristol Avon main river,Lacock (Te),Bullhead,
26/08/2009,Bristol Avon main river,Lacock (Te),Stone loach,
26/08/2009,Bristol Avon main river,Lacock (Te),Minnow,
19/08/2009,Bristol Avon main river,Great Somerford (Te),Chub,37
19/08/2009,Bristol Avon main river,Great Somerford (Te),Dace,5
19/08/2009,Bristol Avon main river,Great Somerford (Te),European eel,0
19/08/2009,Bristol Avon main river,Great Somerford (Te),Gudgeon,3
19/08/2009,Bristol Avon main river,Great Somerford (Te),Perch,1
19/08/2009,Bristol Avon main river,Great Somerford (Te),Roach,4
19/08/2009,Bristol Avon main river,Great Somerford (Te),Brown / sea trout,1
19/08/2009,Bristol Avon main river,Great Somerford (Te),Barbel,6
19/08/2009,Bristol Avon main river,Great Somerford (Te),Minnow,
19/08/2009,Bristol Avon main river,Great Somerford (Te),Stone loach,
19/08/2009,Bristol Avon main river,Great Somerford (Te),3-spined stickleback,
19/08/2009,Bristol Avon main river,Great Somerford (Te),Pike,4
27/08/2008,Main Bristol Frome,Eastville Park (Te),Perch,3
27/08/2008,Main Bristol Frome,Eastville Park (Te),Roach,14
27/08/2008,Main Bristol Frome,Eastville Park (Te),Dace,27
27/08/2008,Main Bristol Frome,Eastville Park (Te),Chub,7
27/08/2008,Main Bristol Frome,Eastville Park (Te),Gudgeon,8
27/08/2008,Main Bristol Frome,Eastville Park (Te),European eels > elvers,43
27/08/2008,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,1
26/08/2008,Main River Chew,Compton Dando (Te),Dace,49
26/08/2008,Main River Chew,Compton Dando (Te),Chub,4
26/08/2008,Main River Chew,Compton Dando (Te),Brown / sea trout,11
26/08/2008,Main River Chew,Compton Dando (Te),Grayling,4
26/08/2008,Main River Chew,Compton Dando (Te),Gudgeon,0
26/08/2008,Main River Chew,Compton Dando (Te),Minnow,
26/08/2008,Main River Chew,Compton Dando (Te),Bullhead,
26/08/2008,Main River Chew,Pensford (Te),Dace,13
26/08/2008,Main River Chew,Pensford (Te),Roach,8
26/08/2008,Main River Chew,Pensford (Te),Brown / sea trout,35
26/08/2008,Main River Chew,Pensford (Te),Grayling,2
26/08/2008,Main River Chew,Pensford (Te),Rainbow trout,1
26/08/2008,Main River Chew,Pensford (Te),Gudgeon,1
26/08/2008,Main River Chew,Pensford (Te),European eels > elvers,0
26/08/2008,Main River Chew,Pensford (Te),Bullhead,
26/08/2008,Main River Chew,Pensford (Te),Minnow,
31/07/2008,Main River Chew,Stanton Drew (Te),Rainbow trout,6
31/07/2008,Main River Chew,Stanton Drew (Te),Brown / sea trout,6
31/07/2008,Main River Chew,Stanton Drew (Te),Dace,14
31/07/2008,Main River Chew,Stanton Drew (Te),Roach,6
31/07/2008,Main River Chew,Stanton Drew (Te),Gudgeon,10
31/07/2008,Main River Chew,Stanton Drew (Te),European eels > elvers,1
31/07/2008,Main River Chew,Stanton Drew (Te),Bullhead,
31/07/2008,Main River Chew,Stanton Drew (Te),Minnow,
31/07/2008,Main River Chew,Stanton Drew (Te),3-spined stickleback,
31/07/2008,Main River Chew,Stanton Drew (Te),Stone loach,
13/05/2008,Maiden Bradley Stream,Seven Acres,Brown / sea trout,14
13/05/2008,Maiden Bradley Stream,Seven Acres,Bullhead,
13/05/2008,Maiden Bradley Stream,Seven Acres,Minnow,
13/05/2008,Maiden Bradley Stream,Seven Acres,Stone loach,
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Brown / sea trout,4
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Rainbow trout,1
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Roach,51
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Chub,25
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Dace,13
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Gudgeon,49
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Grayling,3
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Perch,1
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),European eels > elvers,1
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Pike,0
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Barbel,0
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Bullhead,
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Minnow,
25/10/2007,Main Somerset Frome,Snarlton Farm (Te),Stone loach,
24/10/2007,Main River Biss,Ashton Hill Farm,Dace,6
24/10/2007,Main River Biss,Ashton Hill Farm,Chub,0
24/10/2007,Main River Biss,Ashton Hill Farm,Perch,2
24/10/2007,Main River Biss,Ashton Hill Farm,Brown / sea trout,4
24/10/2007,Main River Biss,Ashton Hill Farm,Bullhead,50
24/10/2007,Main River Biss,Ashton Hill Farm,Minnow,50
24/10/2007,Maiden Bradley Stream,Brambles Farm (Se-02),Brown / sea trout,35
24/10/2007,Maiden Bradley Stream,Brambles Farm (Se-02),Bullhead,
23/10/2007,Main River Biss,Penleigh Farm (Se-03),Rainbow trout,5
23/10/2007,Main River Biss,Penleigh Farm (Se-03),Brown / sea trout,1
23/10/2007,Main Somerset Frome,Bull's Bridge,Dace,12
23/10/2007,Main Somerset Frome,Bull's Bridge,Roach,3
23/10/2007,Main Somerset Frome,Bull's Bridge,Gudgeon,5
23/10/2007,Main Somerset Frome,Bull's Bridge,Brown / sea trout,1
09/10/2007,Mells River,"Hapsford House, d/s depleted reach",Brown / sea trout,12
09/10/2007,Mells River,"Hapsford House, d/s depleted reach",European eels > elvers,1
09/10/2007,Mells River,"Hapsford House, d/s depleted reach",Bullhead,
09/10/2007,Mells River,"Hapsford Mill, d/s tail race",Brown / sea trout,28
05/10/2007,Main Somerset Frome,Blatchbridge (Te),Pike,5
05/10/2007,Main Somerset Frome,Blatchbridge (Te),Roach,75
05/10/2007,Main Somerset Frome,Blatchbridge (Te),Perch,8
05/10/2007,Main Somerset Frome,Blatchbridge (Te),Chub,6
05/10/2007,Main Somerset Frome,Blatchbridge (Te),Dace,21
05/10/2007,Main Somerset Frome,Blatchbridge (Te),Rudd,2
05/10/2007,Main Somerset Frome,Blatchbridge (Te),Gudgeon,8
03/10/2007,Main Somerset Frome,Creamery (Te),Chub,56
03/10/2007,Main Somerset Frome,Creamery (Te),Perch,13
03/10/2007,Main Somerset Frome,Creamery (Te),Roach,59
03/10/2007,Main Somerset Frome,Creamery (Te),Brown / sea trout,6
03/10/2007,Main Somerset Frome,Creamery (Te),Lamprey sp. > ammocoete,1
03/10/2007,Main Somerset Frome,Creamery (Te),Gudgeon,74
03/10/2007,Main Somerset Frome,Creamery (Te),Dace,26
03/10/2007,Main Somerset Frome,Creamery (Te),Common [wild] carp,1
25/09/2007,Main Somerset Frome,Tellisford (Te06),Pike,1
25/09/2007,Main Somerset Frome,Tellisford (Te06),Dace,67
25/09/2007,Main Somerset Frome,Tellisford (Te06),Roach,30
25/09/2007,Main Somerset Frome,Tellisford (Te06),Chub,33
25/09/2007,Main Somerset Frome,Tellisford (Te06),Gudgeon,10
25/09/2007,Main Somerset Frome,Tellisford (Te06),Barbel,7
25/09/2007,Main Somerset Frome,Tellisford (Te06),Brown / sea trout,6
25/09/2007,Main Somerset Frome,Tellisford (Te06),European eels > elvers,1
21/09/2007,North Wraxall Brook,Wraxhall Park,Brown / sea trout,13
